timestamp,uint16__adcsErrFlags,int32__estAngRateNorm,a__int32__estAngRateVec,a__int32__estAttAngles,a__int16__measWheelSpeed
2024-10-31 05:45:41,0,0,"[0, 0, 0]","[1310, 370, 1810]","[0, -3662, 0]"
2024-10-31 05:46:11,0,0,"[0, 0, 0]","[1890, 170, 610]","[0, -3672, 0]"
2024-10-31 05:46:41,0,0,"[0, 0, 0]","[2280, -10, -340]","[0, -3683, 0]"
2024-10-31 05:47:11,0,0,"[0, 0, 0]","[2830, -180, -1510]","[0, -3703, 0]"
2024-10-31 05:47:41,0,0,"[0, 0, 0]","[3410, -220, -2790]","[0, -3704, 0]"
2024-10-31 05:48:11,0,0,"[0, 0, 0]","[3910, -240, -4070]","[0, -3691, 0]"
2024-10-31 05:48:41,0,0,"[0, 0, 0]","[4220, -310, -5150]","[0, -3680, 0]"
2024-10-31 05:49:11,0,0,"[0, 0, 0]","[4480, -420, -6200]","[0, -3680, 0]"
2024-10-31 05:49:41,0,0,"[0, 0, 0]","[4660, -500, -7180]","[0, -3666, 0]"
2024-10-31 05:50:11,0,0,"[0, 0, 0]","[4730, -690, -8030]","[0, -3664, 0]"
2024-10-31 05:50:41,0,0,"[0, 0, 0]","[4790, -970, -8850]","[0, -3690, 0]"
2024-10-31 05:51:11,0,0,"[0, 0, 0]","[4730, -1130, -9410]","[0, -3712, 0]"
2024-10-31 05:51:41,0,0,"[0, 0, 0]","[4640, -1190, -9760]","[0, -3731, 0]"
2024-10-31 05:52:11,0,0,"[0, 0, 0]","[4440, -1200, -9770]","[0, -3760, 0]"
2024-10-31 05:53:21,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 05:53:51,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 05:54:21,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 05:54:51,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 05:55:21,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 05:55:51,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 05:56:21,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:11:24,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:11:54,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:12:25,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:12:55,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:19:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:19:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:20:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:20:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:21:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:21:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:22:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:22:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:23:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:23:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:24:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:24:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:25:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:25:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:26:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:26:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:27:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:27:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:28:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:28:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:29:26,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:29:56,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:30:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:30:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:31:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:31:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:32:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:32:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:33:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:33:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:34:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:34:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:35:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:35:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:36:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:36:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:37:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:37:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:38:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:38:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:39:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:39:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:40:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:40:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:41:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:41:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:42:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:42:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:43:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:43:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:44:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:44:57,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:45:27,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:45:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:46:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:46:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:47:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:47:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:48:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:48:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:49:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:49:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:50:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:50:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:51:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:51:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:52:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:52:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:53:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:53:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:54:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:54:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:55:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:55:58,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:56:28,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:56:59,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:57:29,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
2024-10-31 06:57:59,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
